opportunity_id,category,code,created_at,currency_type,duration,duration_type,fee,image_link,is_archived,is_auto_approve,last_date_to_apply,location,long_description,microscholarship,modified_at,name,role,role_responsibility,short_description,summary,is_likely_test_data,has_badge,has_career_addon,has_panellist,has_dropout_transaction,has_not_started_transaction,num_cohorts,num_eligibility_criteria,num_rewards,num_testimonials,num_tracking_questions
Opportunity#0000000010PB8VE60VY3BEN5BF,Engagement,NXWZ0VG,2025-10-09 08:53:20,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010GSXEPZT18CS5GPRD_image_link.png,,False,2026-02-02 02:40:00,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2025-10-09 08:53:20,Engagement 2 dec,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,1,0,3
Opportunity#0000000010RVKN6KW60YSBAGB2,Internship,IQFCDS0,2023-03-28 10:40:00,USD,5.0,Weeks,0.0,https://smsprofile.s3.ap-south-1.amazonaws.com/CS.png,True,False,2023-03-28 10:40:00,,Explore and identify a new product/business to launch and the steps needed to make it a reality for a startup.Explore and identify a new product/business to launch and the steps needed to make it a reality for a startup.,1200.0,2023-07-22 04:26:40,Dummy Opp By Mansi,Developer,,Explore and identify a new product/business to launch and the steps needed to make it a reality for a startup.,,False,True,False,False,False,False,1,2,2,1,0
Opportunity#0000000010HGQAW418HV8FGAJZ,Engagement,N6I5BCU,2023-11-14 22:13:20,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-11-14 22:13:20,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-11-14 22:13:20,Engagement Automation 1695289607983,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,2,1,2,0,0
Opportunity#0000000010M1S3NEVZ8YSNK3M1,Career,ALQEKOU,2023-03-28 10:40:00,EUR,93.0,Days,0.0,Fugit eiusmod qui e,True,True,2023-03-28 10:40:00,Work From Home,Iure placeat magna,46.0,2023-07-22 04:26:40,Career 1,,Veritatis unde quisq,Recusandae Repellendus Aut et quia voluptatem Et quas,,False,True,True,False,False,False,1,1,2,0,0
Opportunity#0000000010HHY8ZEYNPWHSBGEE,Event,E066QYE,2024-07-03 09:46:40,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/WorkItem/WorkItem_00000000101MJ9AB8GWTBK3YCT_image_link.jpeg,,False,2024-10-27 03:33:20,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",3000.0,2024-07-03 09:46:40,Event Automation Edit 1722261907573,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,1,0,3
Opportunity#0000000010PC4Z3J1YEBM3DA5E,Internship,IY1NK2S,2023-11-14 22:13:20,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-11-14 22:13:20,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-11-14 22:13:20,Automation Internship GPS 1695348600418,Manager,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#0000000010ZHJ5ZWANW8M4HVAV,Competition,MZQ1CTC,2024-03-09 16:00:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010MKMQS391828RJK0M_image_link.jpeg,,False,2024-03-09 16:00:00,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-03-09 16:00:00,Team Competition Single User Automation 1709224867198,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#0000000010HJBH3W9RAT4Q0YAK,Career,AA2L6QC,2024-03-09 16:00:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_00000000107G6CCRX3JZ0BE08R_image_link.jpeg,,False,2024-07-03 09:46:40,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-03-09 16:00:00,Career Automation 1710917819843,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,1,1,2,0,0
Opportunity#0000000010PDT5R9Q26RAEM2CP,Internship,IHQYHMX,2023-11-14 22:13:20,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2024-03-09 16:00:00,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-11-14 22:13:20,Internship Automation 1702971861824,Manager,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,3,0
Opportunity#0000000010PGY8N17VA1BQTKJX,Career,AFLHFPW,2023-11-14 22:13:20,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-11-14 22:13:20,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-11-14 22:13:20,Career Automation 1695316496046,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,1,1,2,0,0
Opportunity#0000000010PNX0ZFF7Y8W51DQA,Career,AMI86I2,2026-02-02 02:40:00,USD,10.0,Days,10.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010K2RWEVGGRP2T904K_image_link.png,,False,2026-02-02 02:40:00,Work From Home,test,100.0,2026-02-02 02:40:00,carrer wishlist 15,,test,test,,False,True,True,False,False,False,1,1,1,0,2
Opportunity#0000000010RZ4Z3TVZH92MY9CD,Course,UWNCB8Q,2023-11-14 22:13:20,USD,2.0,Hours,0.0,refwsd,,True,2023-11-14 22:13:20,Work From Home,sgv,1111.0,2023-11-14 22:13:20,coursetest24hr,,,dfsdf,,False,True,False,True,False,False,2,1,1,0,0
Opportunity#0000000010HKE0X48N1BV3VNDH,Career,A86M7B3,2023-03-28 10:40:00,USD,3.0,Months,0.0,https://media.licdn.com/dms/image/C4E0BAQHdOT0R0LJ6zg/company-logo_200_200/0/1519912549785?e=2147483647&v=beta&t=2wxrt6HWjvox0EGHcqHal8rhLIoQ-DA92yWxqujPyvQ,True,True,2023-03-28 10:40:00,,"Do you want to upgrade your LinkedIn profile, but don鈥檛 know how to get started? %0A%0AThrough this guided workshop, you can take your LinkedIn profile to the next level and turn it into a POWERFUL career tool that spotlights your skills, experiences, AND impresses your network of connections. %0A%0ABy the end of this interactive workshop, you will have a LinkedIn Makeover, with:%0A%0AAn Updated Profile photo showcasing best practices%0AA custom LinkedIn headline%0APersonalized and powerful summary %0A%0A%0AYou will also gain insights on:%0A%0A%0AAdding work experience%0AAdding skills%0AGetting endorsements%0ARequesting recommendations%0A",999.0,2023-07-22 04:26:40,Linked UP: The LinkedIn Makeover Workshop,Learner,,"Explore how to create a LinkedIn profile that brings your personal career story to life, whether you鈥檙e just starting out, seeking to advance, or making a career change.",,False,True,True,False,False,False,1,1,1,0,0
Opportunity#0000000010P96R2GB284EJX85N,Engagement,NH127A9,2024-03-09 16:00:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010RYZJPA2WX2E5WKBP_image_link.jpeg,,False,2024-07-03 09:46:40,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-03-09 16:00:00,Engagement Automation 1714112257838,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#0000000010MSGWP6TZAH1C0DQX,Internship,IF2K9GM,2023-11-14 22:13:20,,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2019-06-08 13:20:00,Work From Home,,0.0,2023-11-14 22:13:20,Internship Automation 1703232971985,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,False,False,False,False,False,1,0,0,0,0
Opportunity#0000000010PT2FB0G5TN3A42VN,Event,E746HU8,2023-07-22 04:26:40,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-07-22 04:26:40,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-07-22 04:26:40,Event Automation 1691464323728,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,0
Opportunity#0000000010JCEVCRHN281S7S87,Competition,MTBH0CB,2023-07-22 04:26:40,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-07-22 04:26:40,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-07-22 04:26:40,Single Competition Automation 1686816600037,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#0000000010799HQGYSE4CDK1K7,Competition,MNUL03H,2023-11-14 22:13:20,,3.0,Weeks,0.0,s,,False,2024-03-09 16:00:00,Virtual,,0.0,2023-11-14 22:13:20,wish test comp,,,sdcsdc,,True,False,False,False,False,False,1,0,0,0,0
Opportunity#0000000010C1KCGX6Z8WTP1T00,Competition,MSS6TVG,2024-03-09 16:00:00,,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010AZ74TC78PE2DXJRQ_image_link.jpeg,True,False,2019-06-08 13:20:00,,,0.0,2024-03-09 16:00:00,Team Competition Automation 1714127263310,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,False,False,False,False,False,0,0,0,0,0
Opportunity#0000000010HMHQS6QECYWTKAMF,Internship,IT0W5PG,2025-10-09 08:53:20,INR,1.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010HMHQS6QECYWTKAMF_image_link.png,,False,2025-10-09 08:53:20,Work From Home,xdvdfxdvs,20.0,2025-10-09 08:53:20,software developer,,,zfdgdvxca,,False,True,False,False,False,False,1,1,1,0,4
Opportunity#0000000010HNW9BNZ8GFP6V1YD,Career,AW3QA7Z,2023-03-28 10:40:00,INR,90.0,Days,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/1684225754276_MicrosoftTeams-image (4).png,True,False,2023-11-14 22:13:20,Work From Home,Sint qui quis digni,75.0,2023-07-22 04:26:40,Multiple cohort Carrer,,Sed dolore qui maxim,Adipisci quia est fugiat itaque,,False,True,True,False,False,False,2,2,1,0,0
Opportunity#0000000010PZ5D06327JYKSCBF,Masterclass,S9KHDMM,2025-02-19 21:20:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010NFF5ASMW8PT7HNR5_image_link.png,,False,2025-06-15 15:06:40,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2025-02-19 21:20:00,Masterclass Automation 1744979389304,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,1,0,4
Opportunity#0000000010Q0ECPPENRGBH0ZS6,Internship,IQ4NXBG,2025-06-15 15:06:40,EUR,58.0,Minutes,80.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_000000001002FGDJJPZDKCPAMP_image_link.jpg,,False,2025-06-15 15:06:40,,Ipsum excepteur et a,68.0,2025-06-15 15:06:40,Test12051,,,Qui eum quam sint incidunt odio,,False,True,False,False,False,False,1,1,2,0,5
Opportunity#0000000010HPAN3J2PP1QW65AC,Competition,MQWYJF7,2023-11-14 22:13:20,USD,1.0,Hours,0.0,https://www.google.com/imgres?imgurl=https%3A%2F%2Foyster.ignimgs.com%2Fmediawiki%2Fapis.ign.com%2Fthe-legend-of-zelda-breath-of-the-wild-2%2F3%2F38%2FLink2.png&tbnid=rhHKSo6NHtL1BM&vet=12ahUKEwj-_M33jZuDAxUKbGwGHT2fCZcQMygBegQIARB1..i&imgrefurl=https%3A%2F%2Fwww.ign.com%2Fwikis%2Fthe-legend-of-zelda-tears-of-the-kingdom%2FLink&docid=F_N-AHumq-m4vM&w=1080&h=1080&q=image%20link&ved=2ahUKEwj-_M33jZuDAxUKbGwGHT2fCZcQMygBegQIARB1,,False,2023-11-14 22:13:20,Virtual,I need check the email templates,20.0,2023-11-14 22:13:20,Automation competition team,,,I need check the email templates,,False,True,False,False,False,False,3,1,2,0,0
Opportunity#0000000010PBXQ88H515PNMACF,Internship,IJQEUPH,2023-11-14 22:13:20,EUR,2.0,Hours,0.0,df,,True,2023-11-14 22:13:20,Virtual,ssdf,1111.0,2023-11-14 22:13:20,Test,,,sdf,,True,True,False,False,False,False,1,1,2,2,0
Opportunity#0000000010HPM2TD1W7ACTWD3A,Internship,IPAJZWM,2025-10-09 08:53:20,USD,1.0,Months,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_000000001021CPREMTRWYYM3HX_image_link.png,,False,2025-10-09 08:53:20,Virtual,Opportunity name Send email,120.0,2025-10-09 08:53:20,Opportunity name Send email,,,Opportunity name Send email,,False,True,False,False,False,False,2,1,1,0,4
Opportunity#0000000010PCRHPYZ128SYY7G0,Competition,MGO61ZU,2025-02-19 21:20:00,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010X9XHHSB8ZWBQ9Z7R_image_link.png,,True,2025-06-15 15:06:40,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2025-02-19 21:20:00,Team Competition Automation 1742873546973,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,4
Opportunity#0000000010HQJYES84WA34KG9C,Career,AKWRZVY,2023-11-14 22:13:20,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-11-14 22:13:20,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-11-14 22:13:20,Career Automation 1696236804961,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,1,1,2,3,0
Opportunity#0000000010Q4535D7WJC7Y0YQV,Career,A8YB000,2024-03-09 16:00:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_000000001019XD3R6RK0KH5Z4K_image_link.jpeg,,False,2024-07-03 09:46:40,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-03-09 16:00:00,Careerwishlist Automation 1714736248609,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,1,1,2,0,0
Opportunity#0000000010HRQ9R2HS8NMDJ6EP,Course,UG73LV7,2024-10-27 03:33:20,USD,30.0,Weeks,100.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010XJPQ54NB8H3JZK93_image_link.png,,True,2024-10-27 03:33:20,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-10-27 03:33:20,Course Automation 1727957395125,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,4
Opportunity#0000000010ZSE8PGRR6Y5CCA5F,Internship,IEO1KWP,2026-02-02 02:40:00,USD,4.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_00000000105F4MH40FD9SDTNGJ_image_link.png,,False,2026-02-02 02:40:00,Virtual,Test testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTeTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTeTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTeTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTeTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTeTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTe,0.0,2026-02-02 02:40:00,test internship 1,,,Test testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTest testTe,,True,True,False,False,False,False,1,1,3,0,4
Opportunity#0000000010Q5B23RWJRH0K2YW3,Event,E6EFNB5,2026-02-02 02:40:00,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010FJKEVXZBZFDDDBZ1_image_link.png,,False,2026-02-02 02:40:00,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2026-02-02 02:40:00,Event Automation 1768476420237,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,4
Opportunity#0000000010HYWAK1E2H65CZYQF,Career,AMNZZXU,2023-11-14 22:13:20,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-11-14 22:13:20,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-11-14 22:13:20,Career Automation 1695810038639,,Testing and debugging,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,True,False,False,False,1,1,2,0,0
Opportunity#0000000010JDM95ZFQ80KMZTKJ,Course,UWYSUEL,2023-11-14 22:13:20,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2024-03-09 16:00:00,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-11-14 22:13:20,Course Automation 1702966672043,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,3,0
Opportunity#0000000010XSBA3CT2TKNDR5QG,Event,EXR82J2,2023-07-22 04:26:40,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-07-22 04:26:40,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-07-22 04:26:40,Event Automation 1691417935968,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,0
Opportunity#0000000010HZ46RVTP457B1A73,Course,UTTK8S4,2023-07-22 04:26:40,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-07-22 04:26:40,,Long Long Long Long Description,120.0,2023-07-22 04:26:40,Automation_course1687154062551,,,Short Description,,False,True,False,True,False,False,1,1,2,0,0
Opportunity#0000000010JDMAMR92VSF5SY1A,Internship,IQGNQP5,2024-10-27 03:33:20,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_00000000108FXZRSAXNKZ3381P_image_link.png,,False,2024-10-27 03:33:20,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-10-27 03:33:20,Automation Internship GPS Specific 1727467930577,Manager,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,4
Opportunity#0000000010J04ARDYQMA0QZRDC,JobSimulation,JAMNP5E,2024-10-27 03:33:20,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_000000001064RYQW9ERRDM9CJA_image_link.png,,False,2024-10-27 03:33:20,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-10-27 03:33:20,Job Simulation Automation 1727521084397,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,4
